text,sentiment_score
"杭州的浪漫，麦田打卡，今天最后一天了[泣不成声]",0.6545582566826159
"今年七月份去杭州坐火车的时候给我震惊了，怎么一边是高楼林立的CBD一边是麦子地呢",0.9922301019660906
"用什么语言来描述这一幅图！",0.8991837166504328
"@Chill_7 是这个嘛？[看]",0.48762286337068783
"麦田？？？杭州种也是水稻吧",0.6657498291806684
"哪里还有这样的CBD麦田？",0.8437938897592069
"这里北京三环内",0.4849392095309656
"杭州居然也种小麦，杭州人主食吃馒头面条吗？",0.008874899481641219
"居然有这么多人不知道浙江是可以种三季稻的…",0.17248213624983177
"为什么没有人制止他们，用收割机割麦子，太污染了！",0.08694785178238207
"用的是本地的联合收割机还是外地的联合收割机？",0.16046128965147033
"以前一直以为浙江没有种小麦的[呲牙]",0.7611560289407732
"亩产多少别忘了报个数哈[呲牙]",0.5288914996030615
"为什么现在收割机都是沃德，久保田的现在没有了。",0.717613979149879
"四个现代化真的实现了[呲牙]",0.38580422355441346
"杭州几乎没良田了，都全部高楼大厦了",0.3064903455528166
"这个怎么样",0.5262327818078083
"杭州种小麦？",0.6887006692414357
"看看河南的麦田吧，河南人有苦难言",0.13386282361179525
"麦田围城，杭州浪漫[捂脸]",0.49303993548484404
"四个现代化，工业现代化，农业现代化，国防现代化，科技现代化，已经基本实现~",0.38712215628530244
""计划经济到市场经济",0.18924026789451676
"实现四个现代化建设"",0.30989709817603295
"谁会批图啊  赶紧给我批两架f22上去[看]",0.06990540391504974
"为什么浙江有人种麦子[捂脸]，我们吃大米呀",0.18156956877805075
"嗯，真好，平的地方真好。",0.6674972707496525
"收完麦子收割机能上高速不，听说有地方收完麦子高速不让收割机上了[灵机一动]",0.2373335795477296
"“实现四个现代化”这个口号我真是很久没听到了，我感觉都实现了",0.3717047301366595
""杭州始终不忘中原[看]",0.48684007006973384
"把最好的CBD用来种麦[看]",0.9769235619012674
"杭州看来还有王都的梦想[看]"",0.9839549357499633
"这个吗[泣不成声][泣不成声][泣不成声]",0.44767845850986676
"前方是人民之基，后面是人民未来",0.972389662582021
"怎么没有人说PH2.5呢[偷笑][偷笑][偷笑]",0.2775819500340002
"太有感觉了，喜欢",0.5454830973914052
""生为农民的我要说:""你们大部分(不会或永远)拍农民真正苦。[流泪]"",0.92977901245752
"不知道大家过的开不开心[捂脸]",0.017377352312335392
"旁边怎么没跟扫水车？那么大的灰尘没看见吗？",0.08952198529608357
"cbd啥意思？茶百道？",0.47192539444750126
"真是小刀剌屁股，开了眼了，南方竟然种小麦",0.051477410501688636
"杭州也种麦子啊",0.7085923308003625
"@肚子圆⁶⁶的 我家那里可以看到这些麦田",0.21402247163552557
"昨天还在麦田喝茶！",0.8767388775210653
"这样就完美了😍",0.8233995584988961
"实话实说这些年经济确实进步明显，可惜的是分配没做好，最直接的证据就是画面前面收割的一斤麦子的价格买不到后面cbd里面的一瓶矿泉水。",0.04839319817348153
"收割机污染太严重了，城市周边扬尘这么大。这么值钱的地没有尽到物尽其用。",0.16406843613631827
"小时候课本里面讲的实现四个现代化就是这样的插画。",0.9974740690884866
"这应该是农科院的实验田吧？江浙还能种出小麦？[笑哭]",0.6989614197615096
"太好看了，对比强烈，中国要全部实现，这就是四个现代化!",0.8012989998674286
"冷知识，你们口中的南方：广东，福建，广西，江苏，江西，云南，贵州，湖南，湖北，都有种小麦的，只不过是多少的问题",0.998542565101538
"""",0.7435189998827805
"十亩地麦子买不起一个华为X5",0.48189829305208765
"杭州也有小麦吗？我这个开封人第一次知道[泣不成声]",0.9769386189043516
"[尬笑][尬笑][尬笑]江南麦田可是稀罕物。真是豫杭无双啊",0.9542360914448975
"妥妥的豫杭，这称号名不虚传[看]",0.6419865218881031
"""",0.4423602426975852
"杭州种小麦吗，我一直以为种水稻",0.2790522593390774
"极氪大厦？",0.8847434479390041
"不可能吧，cbd旁边怎么可能有麦田呢？",0.4007599495940344
"高楼大厦在良田面前显得是多么的卑微，粮乃国之根，致敬农民！",0.9604615075473181
"是不是真的这个画面有剪辑呢？",0.20227769342417057
"科技现代化 工业现代化 农业现代化 军事现代化是这四个吗[看]",0.9004166824745587
"极氪！[666][666][666]",0.8464944581248531
"自给自足才是王道",0.8
"农业现代化和城市现代化的高度融合",0.01877687829140673
"nice",0.9679348636707417
"这粮食，天然无公害，不打药，不施肥，能打多少算多少[捂脸]",0.4589062482903933
"敢为人先[赞]",0.009974405865925684
"想起以前有个段子说开着奔驰下地，这下真信了！",0.6194391408367994
"在浙江收完了上不了高速，记得要走国道哦[抠鼻][抠鼻]",0.9994623015171078
"我以为我们河南呢[尬笑][尬笑][尬笑]大杭州居然也种麦子",0.9993755453293156
"我小时候看这幅图都觉得未来世界遥不可及，1995年",0.35593220338983034
"一直 以为 沃得这个品牌 是做 冲 床  ，原来还有收割机[赞][赞][赞]",0.6990933135175785
"一模一样",0.9633425555634415
"不知道从什么时候开始、杭州萧山好多田都种上粮食了",0.22510302166946594
"浙江人珍惜吧，这样的场景过几年就看不到了",0.25275117626661314
"那是极氪大楼么",0.020503249864515016
"不出三年这地成大楼",0.403172178374934
"这车里估计还有一个500斤沙子[泣不成声][泣不成声][泣不成声][泣不成声]",0.9016943255644412
"这个图好有感觉[可怜]",0.5662293202027043
"梦想照进现实的感觉。",0.026545358919251916
"这才是真实的现象",0.557372546889791
"我也没搞懂杭州，市中心这么多田[捂脸]",0.46588496020174275
"收割机回去能免费上高速吗",0.4171015649068637
"方太厨卫",0.9043083271970996
"如果说南京是安徽人的，杭州我想说是河南人的，因为杭州河南人真的太多了",0.9728855658378657
"中华民族要向四个现代化进军!",0.45686041802316246
"我们好像已经实现四个现代化了哎，近景是金黄色麦田，上面有自动化收割机，中景是一辆飞驰而过的高铁，远景是高耸入云的摩天大楼，这有点像70、80年代小学课本里的画",0.9804473268421581
"截图[灵机一动]",0.9878381847487768
"真是豫杭啊、粮食都种小麦[泪奔]",0.1989106952616747
"杭州的浪漫 一边CBD  一边麦子地[九转大肠]",0.9999908739024291
"都流行城市种麦子了吗[捂脸]这是以前拍的，现在估计也要收割了",0.40682191733053674
"不需要那么多文字描述这场景，这就是我们小时候读书时课本上四个现代化的样子，已经实现了[流泪][流泪][流泪]。这就是我们先辈给我们设定的梦想……",0.7874620647168552
"四个现代化",0.5262327818078083
"没了[尬笑][尬笑][尬笑]",0.03635385737992147
"就是这",0.0027753747347227797
"那些喷子们看看[捂脸]之前你们说不吃小麦的，你看杭州都种小麦，杭州大江东到处都是小麦",0.4785992086638232
"这给北方没法比啊[捂脸]",0.9828585714770254
"这块地是不是留拍地，还是滞留地",0.7566485076492142
"这是杭州市城麦田，这画面太独特了[赞]",0.9999999646449557
"城市:把耕地赶上山",0.8515707785157891
"国家应该发展都市农庄，让城市发展容得下传统农业，让农业文明融入城市发展。",0.38197882665723915
"@懒蛋子不想动 @白阳🌱 杭州这么科幻的感觉[苦涩]",0.6178606828243014
"居然还有种小麦的，不种水稻么？",0.066572256694158
"这段视频我看了五遍，",0.8758855036092295
"小麦一块一一斤",0.9704472370193904
"[展开说说]照进现实有什么用，粮食产量少 卖价低",0.7085923308003625
"应该列入永久基本农田保护区",0.039638362752120626
"杭州也种麦子？？",0.46543914044744994
"[抠鼻]不是说南方人都种水稻。居然也种小麦",0.6381520294731668
"杭州竟然种麦子[发呆]",0.4894542036314049
"这画面真的假的？",0.757820246907982
"视频里没有高铁🚄驶过，差那么点意思",0.43881144579648224
"跟光大网友打个赌，就这块地用不了多久就消失了",0.7067515192919874
"原杭州也有小麦",0.670269735371966
"这太阳是真的还是假的？",0.6266921477449527
"拍得好看吗？",0.3866940782318208
"人家说去浙江拉收割机的车都能下高速，上高速上不去了，说超长，你看人家安徽",0.38382251794111966
"这栋楼加个天线就更完美了",0.9388181684418868
"出来地铁就是麦田，全国这样的地方也没几个吧[灵机一动]",0.9152800586288998
"工业现代化，农业现代化，科技现代化，军事现代化。",0.9999999996549815
"是这块田",0.5
"""",0.9907638391182787
"这一幕画面真的好赞  高楼大厦 高铁 麦田 农机 看似格格不入又恰到好处  有理想 有未来 有生活 有希望  看到了城市的发展 看到了老百姓的丰衣足食",0.9632172579519838
"[比心]",0.35387860323412235
"不愧为豫杭，和我们一样热爱",0.6267135959950476
""这个画面让我激动万分。",0.7275815545287735
"有没看到。",0.4506516357283131
"一线是城市建设",0.9052592742451547
"二线是交通扭矩",0.2587195062613845
"三线是农作",0.5157624085945265
"",0.0500716242207071
"画面告诉我：中国发展离不开这三个[暗中观察]"",0.023342706487197606
"铁路桥一侧收完了，今天来桥另一侧了[看][看][看]",0.8483513811969846
"刚去吹一身麦梗",0.7005862055752599
"不能用收割机，得手割，环境污染太大[呲牙]",0.10453069736166998
"突然觉得，这个画面不就是小时候的宣传画嘛？高楼大厦、交通林立、麦稻丰收、机械采集。宣传画竟然成真了[泣不成声]",0.36844386222515624
"我觉得高铁出现的时候才是最绝的",0.9389174521176135
"看来叫豫杭是有道理的！",0.07199972880882943
"城市人镜头里看到的是挺有趣的画面，殊不知那种热，还有麦糠到处都是，跟汗水一起糊的满身都是的感觉，鼻子里全是灰，一斤只有1块钱左右，从犁地，播种，施肥，拔草，打药，浇水，收割，晾晒，还要把麦糠扇出去，最后还要自己装好拉去卖。这么多步骤换来的只是微薄的收入，除草为了防止草挨着土会复活，所以才会在正当午除草，那个时候的阳光最毒，可以把杂草晒干，这就是为何 锄禾日当午。农村娃的🙌🏻",0.9974071380436956
"杭州人不吃小麦不吃米饭 [微笑]",0.6225101428993087
"这是哪里啊 [发呆] 有一种科幻的感觉 [流泪]",0.7300196951584148
"大家没发现这麦苗太稀了嘛？而且还有病害",0.04343695091108235
"省会城市中间设计一大块农田，时刻提醒大城市的人，农业多重要，多好的创意。",5.087217588251036e-05
"这么好的良田，不种上高楼，太可惜了。",0.9094462140412938
"杭州也种麦？",0.03855099541781137
"请问收完麦，收割机可以上高速吗",0.7948289546164974
"成本≥收成[捂脸][捂脸][捂脸]",0.20666982000841883
"没有卖场的麦田没有灵魂了[泣不成声]",0.33480205880766
"这是公家的，还是私人的[捂脸]",0.9589344522210902
"高楼大厦是真的麦田背景图吗？",0.22208746133008783
"不是收割机不让上吗",0.9797755728805294
"杭州种小麦？[发呆][发呆]不种水稻吗？",0.7402382759065845
"这高楼大厦能比得上这些优良的田地吗？",0.8652470794761479
"杭州也种小麦啊？以为南方不种小麦种水稻[捂脸]",0.8690589907057014
"不愧是豫杭[看]，河南杭州就是厉害@Y´",0.9844265293888126
"不是吧，一边是高楼大厦，一边是农田[疑问]",0.1846720365867066
"几十年后一定是农场形式得，而不是现在这种模式了，现在年轻人很少有人种地了，除非搞农场。",0.9998603519352562
"杭州也有种麦子的吗",0.41484507287674444
"盛世如先辈所愿，我们继续前行，不忘历史。",0.9999864387208329
"收割完后，回不去，不让上高速！",0.9984945134800057
"高铁驶来的那一刻！[赞][赞][赞]",0.36615745090665885
"以前出差时路过这里，是不是这个附近？",0.5172265983071311
"cbd麦田，好高大上啊[泪奔][泪奔][泪奔]",0.9948445508063237
"""",0.9999201014427983
"农田和写字楼形成了鲜明的对比，是农村和城市碰撞的火花，更表达了拍摄者的思乡之情！",0.3259711280356947
"""",0.6977949954708578
"沃得收割机上大分！！",0.9878872879242571
"知道杭州的另外一个称呼豫杭吗",0.7944738421289266
"与小时候课本里的插图多么相似啊，建设祖国四个现代化",0.5056800906466236
"我大中国终将再次腾飞，中华民族必将再次雄起，屹立于世界民族之林！",0.8342451158714664
"""",0.06753005661875888
"杭州到底有多少河南人[看]",0.39076098917946134
"豫杭[看]",0.9670757185166272
"南京的麦子也熟了[赞]",7.367753064668747e-05
"有高清图片吗",0.4640703919696202
"农业现代化，工业现代化，国防现代化，科技现代化",0.6749408797871691
"第一眼，我恍惚以为是我大河南的收麦景象",0.9999954157769861
""楼上楼下，电灯电话！",0.9999047174044049
"耕田不用牛，点灯不用油！",0.8308706979205448
"超英赶美，跑步进入社会主义！！"",0.421981252739422
"按照目前广大农村的发展状况，要实现现代化估计要500年后……[捂脸][捂脸][捂脸]",0.5775564677759849
"城市化、交通化、机械化、农业化-看到这里你们会不会热泪盈眶",0.45651164002576095
"杭州确实有麦子，我亲眼所见",0.9900212692218385
"麦田中间弄个小屋，卖咖啡[赞][赞][赞][赞][赞]",0.9864815271352887
"高考马上来临，送给各位莘莘学子一句话：考好了对面写字楼上班。考不好原地割麦子！",8.055628130998471e-06
"对面是什么.是钢筋混凝土.近处是什么是金黄的麦子.人民的口粮.",0.5161355192169099
"苏州和杭州外来人口最多的却是河南人",0.9999383734930004
"问一句真正农民富了吗？",0.9941565698885558
"这些麦子买不起一层楼，",0.9400758027290612
"浙江   最好的地方  不管工业怎样发达  农业一直没有放弃",0.9828283079336644
"不愧是豫杭[呲牙]",0.9804154676355328
"对面是极氪大厦，去年我在里面干活，看到一大片的我还以为是草呢[捂脸][捂脸][捂脸][捂脸]",0.38900441413977604
"收割机能下高速了吗",0.04133522938360412
"这个画面很美！一边高楼大厦，一边五谷丰登！收割机在忙碌的收着老百姓辛苦劳做的成功，而高铁把忙碌的人群送到不同的目的地。",0.9149598078341982
"视频对接的吧，领克大厦往北是望江隧道 往南是风情快速路 往东机场高架 往西是之江大桥  中间是滨江和萧山连接处 哪来的麦田",0.9892276865149743
"中国新世纪名画",0.4335247906953785
"田是有，可是我家是小城镇[尬笑]",0.99489901231802
"确实不错，，陪一张图，，再出片得明年了",0.933775209202135
"高铁通过，这画面简直太帅了",0.03652613874219279
"也改变不了我吃泡面，吃咸菜，还房贷，加班加点多挣几十块，吃不好睡不着，年年都往外地跑[微笑]",0.01167157111526207
"杭州种麦子？果然是豫杭",0.6077974530295995
"这一幕有点梦幻",0.991531996557493
"刚来半个月，这边麦挺多的。",0.8996655518394647
"这组图好美，落日余晖，高楼大厦前，机器轰鸣[小鼓掌][小鼓掌][小鼓掌]",0.49863276959177094
"三千军马出杭州[微笑]。雍正说的",0.4737672181921926
"豫杭，徽京，一对卧龙，凤雏[捂脸]",0.5885498522957985
"这是谁把大货车开进市里了[捂脸]",0.31714984706527904
"我们这里市区有个农科所，每年市区种棉花",0.9929053383927074
"沃德质量不知道怎么样我知道田间地头经常看到雷沃在修车[笑哭]",0.4869769351616391
"这个漂亮",0.9175258471621911
"不看文字我第一想到的是河南",0.11148343562655094
"大国粮仓",0.4321696851568796
